STOCK_ID,CLOSE_PRICE,PRICE_CHANGE,BASE_PRICE,OPEN_PRICE,HIGHEST_PRICE,LOWEST_PRICE,MATCHED_VOLUME,MATCHED_AMOUNT,SELF_DEALED_VOLUME,SELF_DEALED_AMOUNT,RECORDED_DATE
JVC,3.73,0.10 (2.75 %),3.63,3.64,3.77,3.62,1129500,4.2 TỶ,0,0,20/02/2024
FTS,51.1,1.30 (2.61 %),49.8,50.2,52.8,50.0,2091100,107.9 TỶ,0,0,20/02/2024
OGC,7.6,0.19 (2.56 %),7.41,7.41,7.63,7.41,847100,6.39 TỶ,0,0,20/02/2024
ASG,21.5,0.50 (2.38 %),21.0,20.8,21.5,20.6,4700,0.1 TỶ,0,0,20/02/2024
SC5,19.75,0.45 (2.33 %),19.3,19.75,19.75,19.75,100,0 TỶ,0,0,20/02/2024
HAP,4.83,0.11 (2.33 %),4.72,4.72,4.87,4.72,644600,3.09 TỶ,0,0,20/02/2024
DPG,42.0,0.95 (2.31 %),41.05,41.5,42.0,40.75,926800,38.48 TỶ,0,0,20/02/2024
DMC,57.6,1.30 (2.31 %),56.3,58.3,58.9,57.6,1200,0.07 TỶ,0,0,20/02/2024
TRC,37.85,0.85 (2.30 %),37.0,35.1,37.85,35.0,2600,0.09 TỶ,0,0,20/02/2024
TLD,5.44,0.12 (2.26 %),5.32,5.33,5.59,5.28,1191700,6.47 TỶ,0,0,20/02/2024
VIX,18.3,0.40 (2.23 %),17.9,18.0,18.7,18.0,49421900,909.67 TỶ,0,0,20/02/2024
TIP,25.25,0.55 (2.23 %),24.7,24.9,25.3,24.7,1052700,26.31 TỶ,0,0,20/02/2024
DGC,98.7,2.10 (2.17 %),96.6,96.5,98.8,95.7,4599800,448.21 TỶ,0,0,20/02/2024
DHG,110.4,2.30 (2.13 %),108.1,108.1,111.0,108.1,38800,4.26 TỶ,0,0,20/02/2024
CTI,16.8,0.35 (2.13 %),16.45,16.4,16.9,16.25,1230800,20.43 TỶ,0,0,20/02/2024
PGI,25.0,0.50 (2.04 %),24.5,25.0,25.0,24.6,15600,0.39 TỶ,0,0,20/02/2024
NHH,19.1,0.35 (1.87 %),18.75,18.8,19.4,18.8,532100,10.14 TỶ,0,0,20/02/2024
GMD,72.0,1.30 (1.84 %),70.7,71.0,72.0,70.2,1486900,105.88 TỶ,0,0,20/02/2024
BRC,13.85,0.25 (1.84 %),13.6,13.5,13.85,13.25,6400,0.09 TỶ,0,0,20/02/2024
HDC,31.85,0.55 (1.76 %),31.3,31.5,32.2,31.3,3590900,114.38 TỶ,0,0,20/02/2024
AGR,17.5,0.30 (1.74 %),17.2,17.3,17.75,17.3,2706900,47.48 TỶ,0,0,20/02/2024
NHT,11.7,0.20 (1.74 %),11.5,11.5,11.7,11.5,4100,0.05 TỶ,0,0,20/02/2024
HTG,32.6,0.55 (1.72 %),32.05,32.3,32.6,32.1,15600,0.5 TỶ,0,0,20/02/2024
SFC,21.0,0.35 (1.69 %),20.65,21.0,21.0,21.0,100,0 TỶ,0,0,20/02/2024
MHC,8.31,0.13 (1.59 %),8.18,8.2,8.42,8.13,245400,2.03 TỶ,0,0,20/02/2024
SHP,32.8,0.50 (1.55 %),32.3,32.3,32.8,32.3,2100,0.07 TỶ,0,0,20/02/2024
APH,8.63,0.13 (1.53 %),8.5,8.49,8.63,8.46,1162600,9.96 TỶ,0,0,20/02/2024
BFC,26.8,0.40 (1.52 %),26.4,26.55,27.0,26.3,629500,16.86 TỶ,0,0,20/02/2024
PAC,30.45,0.45 (1.50 %),30.0,30.0,30.45,29.6,104400,3.1 TỶ,0,0,20/02/2024
YEG,10.4,0.15 (1.46 %),10.25,10.3,10.4,10.15,1255900,12.9 TỶ,0,0,20/02/2024
PIT,6.29,0.09 (1.45 %),6.2,6.2,6.3,6.2,1900,0.01 TỶ,0,0,20/02/2024
LAF,14.0,0.20 (1.45 %),13.8,14.2,14.2,13.7,18400,0.26 TỶ,0,0,20/02/2024
PSH,7.81,0.11 (1.43 %),7.7,7.8,7.9,7.75,759300,5.94 TỶ,0,0,20/02/2024
AAM,9.15,0.12 (1.33 %),9.03,9.04,9.19,9.04,3800,0.03 TỶ,0,0,20/02/2024
VHM,46.15,0.60 (1.32 %),45.55,46.0,46.7,45.85,12925600,597.32 TỶ,61000,2822470000,20/02/2024
NAF,15.4,0.20 (1.32 %),15.2,15.5,15.5,14.95,259200,3.92 TỶ,0,0,20/02/2024
GIL,31.35,0.40 (1.29 %),30.95,30.65,31.4,30.65,898200,27.86 TỶ,0,0,20/02/2024
KDH,31.7,0.40 (1.28 %),31.3,31.4,31.8,31.25,2356500,74.38 TỶ,0,0,20/02/2024
NVT,8.0,0.10 (1.27 %),7.9,8.0,8.0,8.0,100,0 TỶ,0,0,20/02/2024
VSH,48.4,0.60 (1.26 %),47.8,47.5,48.5,47.35,80400,3.83 TỶ,0,0,20/02/2024
TCR,3.24,0.04 (1.25 %),3.2,3.1,3.24,3.1,200,0 TỶ,0,0,20/02/2024
VCB,91.3,1.10 (1.22 %),90.2,90.1,91.4,89.4,1404300,126.74 TỶ,116000,10448540000,20/02/2024
SAB,58.6,0.70 (1.21 %),57.9,58.3,59.6,58.0,1642700,96.55 TỶ,50000,2815000000,20/02/2024
TPC,5.97,0.07 (1.19 %),5.9,5.7,5.97,5.7,200,0 TỶ,0,0,20/02/2024
TEG,9.39,0.11 (1.19 %),9.28,9.26,9.39,9.25,8600,0.08 TỶ,0,0,20/02/2024
LCG,13.25,0.15 (1.15 %),13.1,13.2,13.45,13.15,5879800,78.26 TỶ,0,0,20/02/2024
CTS,31.15,0.35 (1.14 %),30.8,31.25,31.95,31.0,2169500,68.02 TỶ,0,0,20/02/2024
GEX,22.5,0.25 (1.12 %),22.25,22.35,22.65,22.1,22526400,506.23 TỶ,0,0,20/02/2024
HT1,13.6,0.15 (1.12 %),13.45,13.55,13.6,13.35,570100,7.7 TỶ,0,0,20/02/2024
PGV,22.85,0.25 (1.11 %),22.6,22.75,22.9,22.6,36200,0.83 TỶ,0,0,20/02/2024
TCM,42.15,0.45 (1.08 %),41.7,41.7,42.2,41.4,825600,34.6 TỶ,0,0,20/02/2024
IMP,65.7,0.70 (1.08 %),65.0,65.0,65.7,65.0,19300,1.26 TỶ,0,0,20/02/2024
HDB,23.6,0.25 (1.07 %),23.35,23.3,23.65,23.0,6840900,158.85 TỶ,870000,20314500000,20/02/2024
SVC,28.9,0.30 (1.05 %),28.6,28.6,29.0,28.6,1600,0.05 TỶ,0,0,20/02/2024
LDG,2.99,0.03 (1.01 %),2.96,2.98,2.99,2.94,2233700,6.61 TỶ,0,0,20/02/2024
VCA,9.1,0.09 (1.00 %),9.01,9.01,9.1,9.01,2300,0.02 TỶ,0,0,20/02/2024
SCS,73.0,0.70 (0.97 %),72.3,72.6,73.3,72.3,63000,4.59 TỶ,0,0,20/02/2024
ITD,9.59,0.09 (0.95 %),9.5,9.55,9.6,9.51,27900,0.27 TỶ,0,0,20/02/2024
DAT,9.59,0.09 (0.95 %),9.5,9.5,9.59,9.5,1900,0.02 TỶ,0,0,20/02/2024
EVG,5.34,0.05 (0.95 %),5.29,5.32,5.37,5.24,1884400,10 TỶ,0,0,20/02/2024
ORS,16.2,0.15 (0.93 %),16.05,16.1,16.4,16.1,2320700,37.76 TỶ,0,0,20/02/2024
VIB,22.2,0.20 (0.91 %),22.0,22.05,22.55,21.9,6739600,149.58 TỶ,1,20500,20/02/2024
VRC,7.98,0.07 (0.88 %),7.91,7.91,7.98,7.8,10600,0.08 TỶ,0,0,20/02/2024
AGG,24.8,0.20 (0.81 %),24.6,24.6,24.8,24.45,206500,5.09 TỶ,0,0,20/02/2024
QCG,8.78,0.07 (0.80 %),8.71,8.8,8.84,8.71,421700,3.7 TỶ,0,0,20/02/2024
DXG,18.95,0.15 (0.80 %),18.8,18.9,19.1,18.7,14048900,266.46 TỶ,0,0,20/02/2024
ADS,13.1,0.10 (0.77 %),13.0,13.0,13.2,12.95,269900,3.52 TỶ,0,0,20/02/2024
DRL,66.5,0.50 (0.76 %),66.0,66.2,66.5,66.2,600,0.04 TỶ,0,0,20/02/2024
HAR,4.29,0.03 (0.70 %),4.26,4.26,4.37,4.25,588600,2.53 TỶ,0,0,20/02/2024
HHS,8.64,0.06 (0.70 %),8.58,8.58,8.76,8.58,2758200,23.81 TỶ,0,0,20/02/2024
PC1,28.8,0.20 (0.70 %),28.6,28.9,29.1,28.45,7599800,218.32 TỶ,0,0,20/02/2024
SKG,14.6,0.10 (0.69 %),14.5,14.5,14.6,14.45,227900,3.31 TỶ,0,0,20/02/2024
CNG,29.8,0.20 (0.68 %),29.6,29.9,29.9,29.45,174000,5.16 TỶ,0,0,20/02/2024
BCE,6.07,0.04 (0.66 %),6.03,6.03,6.1,5.9,30000,0.18 TỶ,0,0,20/02/2024
TVB,7.62,0.05 (0.66 %),7.57,7.57,7.77,7.57,641800,4.92 TỶ,0,0,20/02/2024
OPC,23.15,0.15 (0.65 %),23.0,23.05,23.15,23.0,1800,0.04 TỶ,0,0,20/02/2024
KPF,4.83,0.03 (0.63 %),4.8,4.75,4.84,4.75,396500,1.9 TỶ,0,0,20/02/2024
VPD,24.75,0.15 (0.61 %),24.6,24.65,24.75,24.65,21000,0.52 TỶ,0,0,20/02/2024
HTI,16.75,0.10 (0.60 %),16.65,16.7,16.75,16.65,7700,0.13 TỶ,0,0,20/02/2024
SGN,70.6,0.40 (0.57 %),70.2,70.2,71.0,70.2,19500,1.38 TỶ,0,0,20/02/2024
KMR,3.54,0.02 (0.57 %),3.52,3.53,3.55,3.52,80600,0.28 TỶ,0,0,20/02/2024
C32,18.0,0.10 (0.56 %),17.9,18.15,18.15,17.9,150500,2.69 TỶ,0,0,20/02/2024
CSV,55.0,0.30 (0.55 %),54.7,54.7,55.0,54.2,587900,32.14 TỶ,0,0,20/02/2024
TDC,9.19,0.05 (0.55 %),9.14,9.18,9.2,9.11,161200,1.47 TỶ,0,0,20/02/2024
FMC,46.75,0.25 (0.54 %),46.5,46.6,47.0,46.5,33000,1.54 TỶ,0,0,20/02/2024
TCO,9.45,0.05 (0.53 %),9.4,9.49,9.49,9.4,16500,0.16 TỶ,0,0,20/02/2024
PTC,5.82,0.03 (0.52 %),5.79,5.75,5.88,5.75,37100,0.22 TỶ,0,0,20/02/2024
NLG,38.95,0.20 (0.52 %),38.75,38.9,39.3,38.75,1907000,74.41 TỶ,0,0,20/02/2024
TBC,39.0,0.20 (0.52 %),38.8,38.8,39.0,38.8,3900,0.15 TỶ,0,0,20/02/2024
PDR,29.5,0.15 (0.51 %),29.35,29.45,29.95,29.15,8314900,245.94 TỶ,0,0,20/02/2024
VPI,59.8,0.30 (0.50 %),59.5,59.5,59.9,59.3,730000,43.49 TỶ,0,0,20/02/2024
SGR,20.25,0.10 (0.50 %),20.15,20.15,20.25,20.15,26800,0.54 TỶ,0,0,20/02/2024
HNG,4.07,0.02 (0.49 %),4.05,4.05,4.1,4.05,3141100,12.78 TỶ,0,0,20/02/2024
TTA,8.24,0.04 (0.49 %),8.2,8.19,8.25,8.11,352900,2.88 TỶ,0,0,20/02/2024
SBV,10.6,0.05 (0.47 %),10.55,10.6,10.6,10.3,9800,0.1 TỶ,0,0,20/02/2024
AAA,10.9,0.05 (0.46 %),10.85,10.85,10.95,10.75,3651800,39.61 TỶ,0,0,20/02/2024
VOS,12.1,0.05 (0.41 %),12.05,12.15,12.15,11.9,1770500,21.21 TỶ,0,0,20/02/2024
TMS,49.0,0.20 (0.41 %),48.8,48.0,49.0,47.5,6900,0.33 TỶ,0,0,20/02/2024
ACL,12.3,0.05 (0.41 %),12.25,12.35,12.35,12.2,8800,0.11 TỶ,0,0,20/02/2024
VNS,13.2,0.05 (0.38 %),13.15,13.2,13.2,13.15,10700,0.14 TỶ,0,0,20/02/2024
CHP,27.0,0.10 (0.37 %),26.9,26.7,27.0,26.7,23900,0.64 TỶ,0,0,20/02/2024
TV2,40.65,0.15 (0.37 %),40.5,40.5,41.3,40.3,525700,21.41 TỶ,0,0,20/02/2024
PGC,14.55,0.05 (0.34 %),14.5,14.5,14.65,14.5,20400,0.3 TỶ,0,0,20/02/2024
SJD,15.3,0.05 (0.33 %),15.25,15.25,15.4,15.2,233000,3.57 TỶ,0,0,20/02/2024
HTN,15.35,0.05 (0.33 %),15.3,15.45,15.6,15.3,885200,13.68 TỶ,0,0,20/02/2024
HUB,17.15,0.05 (0.29 %),17.1,17.1,17.25,17.05,27200,0.47 TỶ,0,0,20/02/2024
BMP,104.0,0.30 (0.29 %),103.7,105.0,105.0,103.7,107900,11.24 TỶ,0,0,20/02/2024
VMD,17.35,0.05 (0.29 %),17.3,17.75,17.75,17.2,9200,0.16 TỶ,0,0,20/02/2024
BTP,17.35,0.05 (0.29 %),17.3,17.3,17.5,17.25,103100,1.79 TỶ,0,0,20/02/2024
SSI,35.3,0.10 (0.28 %),35.2,35.65,35.8,35.25,18101700,642.49 TỶ,100000,3530000000,20/02/2024
LPB,17.75,0.05 (0.28 %),17.7,17.7,17.85,17.7,1845100,32.77 TỶ,0,0,20/02/2024
NNC,17.85,0.05 (0.28 %),17.8,18.0,18.0,17.75,70300,1.25 TỶ,0,0,20/02/2024
APC,7.92,0.02 (0.25 %),7.9,7.82,7.92,7.8,4100,0.03 TỶ,0,0,20/02/2024
CDC,20.3,0.05 (0.25 %),20.25,20.25,20.5,20.05,625600,12.66 TỶ,400000,7540000000,20/02/2024
VND,23.0,0.05 (0.22 %),22.95,23.2,23.45,23.0,22420200,519.51 TỶ,0,0,20/02/2024
GMH,9.72,0.02 (0.21 %),9.7,9.6,9.72,9.6,200,0 TỶ,0,0,20/02/2024
BID,49.4,0.10 (0.20 %),49.3,49.5,50.2,49.4,1569300,77.8 TỶ,0,0,20/02/2024
BSI,54.1,0.10 (0.19 %),54.0,54.9,56.3,54.1,810100,44.44 TỶ,0,0,20/02/2024
LEC,6.15,0.01 (0.16 %),6.14,6.15,6.15,6.15,200,0 TỶ,0,0,20/02/2024
VFG,62.0,0.10 (0.16 %),61.9,62.8,62.8,60.5,36200,2.23 TỶ,0,0,20/02/2024
SFI,31.95,0.05 (0.16 %),31.9,31.95,31.95,31.8,6000,0.19 TỶ,0,0,20/02/2024
HAH,41.35,0.05 (0.12 %),41.3,41.5,41.5,40.65,2825300,115.79 TỶ,0,0,20/02/2024
DC4,11.4,0.00 (0.00 %),11.4,11.4,11.5,11.3,194200,2.21 TỶ,0,0,20/02/2024
CVT,33.0,0.00 (0.00 %),33.0,33.0,33.0,33.0,0,0 TỶ,0,0,20/02/2024
BTT,31.5,0.00 (0.00 %),31.5,31.7,31.7,31.5,200,0.01 TỶ,0,0,20/02/2024
TYA,10.0,0.00 (0.00 %),10.0,10.0,10.0,10.0,500,0.01 TỶ,0,0,20/02/2024
NSC,75.0,0.00 (0.00 %),75.0,74.1,75.2,74.1,6100,0.46 TỶ,0,0,20/02/2024
D2D,35.0,0.00 (0.00 %),35.0,34.4,35.05,34.4,108800,3.8 TỶ,0,0,20/02/2024
PET,25.7,0.00 (0.00 %),25.7,25.7,26.0,25.6,470200,12.1 TỶ,502404,12531325800,20/02/2024
ASM,10.9,0.00 (0.00 %),10.9,10.9,10.95,10.8,1952400,21.21 TỶ,0,0,20/02/2024
NT2,26.6,0.00 (0.00 %),26.6,26.65,26.8,26.45,1199400,31.92 TỶ,0,0,20/02/2024
BAF,25.1,0.00 (0.00 %),25.1,25.0,25.15,24.85,1611100,40.29 TỶ,0,0,20/02/2024
NVL,17.55,0.00 (0.00 %),17.55,17.55,17.65,17.3,36292700,634.63 TỶ,0,0,20/02/2024
MWG,46.8,0.00 (0.00 %),46.8,46.95,46.95,46.0,7870400,365.42 TỶ,1556000,69767400000,20/02/2024
TVS,21.6,0.00 (0.00 %),21.6,21.6,21.9,21.5,38700,0.84 TỶ,0,0,20/02/2024
DHM,7.7,0.00 (0.00 %),7.7,7.8,7.8,7.6,62000,0.48 TỶ,0,0,20/02/2024
VAF,13.0,0.00 (0.00 %),13.0,13.0,13.0,13.0,0,0 TỶ,0,0,20/02/2024
DCL,24.5,0.00 (0.00 %),24.5,24.5,24.5,24.45,9000,0.22 TỶ,0,0,20/02/2024
DBD,53.9,0.00 (0.00 %),53.9,53.9,53.9,53.4,81600,4.37 TỶ,0,0,20/02/2024
DBT,12.5,0.00 (0.00 %),12.5,12.5,12.65,12.5,2000,0.03 TỶ,0,0,20/02/2024
PHC,7.2,0.00 (0.00 %),7.2,7.32,7.32,7.12,155700,1.12 TỶ,0,0,20/02/2024
MSB,15.6,0.00 (0.00 %),15.6,15.6,15.65,15.3,10469100,162.02 TỶ,27391500,410598775000,20/02/2024
TNC,58.5,0.00 (0.00 %),58.5,58.5,58.5,58.5,2000,0.12 TỶ,0,0,20/02/2024
PLP,4.83,0.00 (0.00 %),4.83,4.81,4.89,4.79,234800,1.14 TỶ,0,0,20/02/2024
TCL,38.75,0.00 (0.00 %),38.75,38.8,38.8,38.6,5900,0.23 TỶ,0,0,20/02/2024
TCB,38.9,0.00 (0.00 %),38.9,38.8,39.0,38.5,5413200,209.65 TỶ,6863000,282911800000,20/02/2024
SVI,65.0,0.00 (0.00 %),65.0,65.0,65.0,65.0,0,0 TỶ,0,0,20/02/2024
TDW,45.1,0.00 (0.00 %),45.1,45.1,45.1,45.1,0,0 TỶ,0,0,20/02/2024
CCI,25.8,0.00 (0.00 %),25.8,25.8,25.8,24.05,13600,0.34 TỶ,0,0,20/02/2024
STB,30.7,0.00 (0.00 %),30.7,30.7,31.05,30.55,16158900,497.19 TỶ,160000,4912000000,20/02/2024
SSC,30.7,0.00 (0.00 %),30.7,30.7,30.7,30.7,0,0 TỶ,0,0,20/02/2024
BMC,19.7,0.00 (0.00 %),19.7,19.7,19.7,19.4,22400,0.44 TỶ,0,0,20/02/2024
BKG,4.4,0.00 (0.00 %),4.4,4.4,4.41,4.35,26500,0.12 TỶ,0,0,20/02/2024
TIX,33.2,0.00 (0.00 %),33.2,33.2,33.2,33.2,0,0 TỶ,0,0,20/02/2024
SMB,36.8,0.00 (0.00 %),36.8,36.7,36.8,36.0,31700,1.15 TỶ,0,0,20/02/2024
SMA,8.95,0.00 (0.00 %),8.95,8.95,8.95,8.95,100,0 TỶ,0,0,20/02/2024
BBC,51.0,0.00 (0.00 %),51.0,51.0,51.0,51.0,100,0.01 TỶ,0,0,20/02/2024
SJS,69.0,0.00 (0.00 %),69.0,69.7,69.7,68.7,29200,2.01 TỶ,270000,18360000000,20/02/2024
CLC,38.7,0.00 (0.00 %),38.7,38.7,39.1,38.7,12100,0.47 TỶ,0,0,20/02/2024
CLW,35.0,0.00 (0.00 %),35.0,35.0,35.0,35.0,0,0 TỶ,0,0,20/02/2024
TMP,74.5,0.00 (0.00 %),74.5,75.0,75.0,74.5,2400,0.18 TỶ,0,0,20/02/2024
SCD,13.8,0.00 (0.00 %),13.8,13.8,13.8,13.8,0,0 TỶ,0,0,20/02/2024
TMT,15.4,0.00 (0.00 %),15.4,14.85,15.4,14.85,1600,0.02 TỶ,0,0,20/02/2024
SBA,29.0,0.00 (0.00 %),29.0,29.0,29.1,29.0,11500,0.33 TỶ,0,0,20/02/2024
S4A,36.5,0.00 (0.00 %),36.5,36.5,36.5,36.5,0,0 TỶ,0,0,20/02/2024
TNH,19.3,0.00 (0.00 %),19.3,19.3,19.4,19.25,214200,4.14 TỶ,0,0,20/02/2024
BHN,39.0,0.00 (0.00 %),39.0,38.8,39.2,38.8,7000,0.27 TỶ,0,0,20/02/2024
PPC,13.8,0.00 (0.00 %),13.8,13.8,13.95,13.8,314800,4.36 TỶ,0,0,20/02/2024
PNJ,88.7,0.00 (0.00 %),88.7,88.7,89.8,88.2,742400,65.91 TỶ,437300,41499770000,20/02/2024
CIG,6.2,0.00 (0.00 %),6.2,6.2,6.2,6.07,82900,0.51 TỶ,0,0,20/02/2024
MCP,42.55,0.00 (0.00 %),42.55,42.55,42.55,42.55,0,0 TỶ,0,0,20/02/2024
UIC,37.0,0.00 (0.00 %),37.0,37.4,37.4,36.5,2700,0.1 TỶ,30300,1121100000,20/02/2024
DTL,14.2,0.00 (0.00 %),14.2,14.2,14.2,14.2,0,0 TỶ,0,0,20/02/2024
KDC,62.9,0.00 (0.00 %),62.9,63.1,63.2,62.6,775800,48.77 TỶ,1245000,78310500000,20/02/2024
KBC,31.95,0.00 (0.00 %),31.95,32.1,32.1,31.55,5409400,172.08 TỶ,0,0,20/02/2024
DTT,21.0,0.00 (0.00 %),21.0,21.0,21.0,21.0,0,0 TỶ,0,0,20/02/2024
ABT,35.45,0.00 (0.00 %),35.45,35.2,35.45,35.0,4500,0.16 TỶ,0,0,20/02/2024
VGC,52.9,0.00 (0.00 %),52.9,53.2,53.2,52.6,619300,32.69 TỶ,0,0,20/02/2024
ICT,11.7,0.00 (0.00 %),11.7,11.7,11.8,11.6,27900,0.33 TỶ,0,0,20/02/2024
HVX,2.93,0.00 (0.00 %),2.93,2.93,2.95,2.93,3800,0.01 TỶ,0,0,20/02/2024
ADG,19.9,0.00 (0.00 %),19.9,19.9,19.95,19.85,2200,0.04 TỶ,0,0,20/02/2024
VPS,10.0,0.00 (0.00 %),10.0,10.0,10.0,9.8,300,0 TỶ,0,0,20/02/2024
HTV,9.8,0.00 (0.00 %),9.8,9.8,9.8,9.8,10000,0.1 TỶ,0,0,20/02/2024
VID,5.49,0.00 (0.00 %),5.49,5.49,5.49,5.49,700,0 TỶ,0,0,20/02/2024
VPH,7.98,0.00 (0.00 %),7.98,7.9,8.05,7.9,89700,0.72 TỶ,0,0,20/02/2024
HCM,26.8,0.00 (0.00 %),26.8,27.0,27.2,26.7,7344700,197.66 TỶ,0,0,20/02/2024
HRC,52.2,0.00 (0.00 %),52.2,52.2,52.2,52.2,0,0 TỶ,0,0,20/02/2024
FDC,12.55,0.00 (0.00 %),12.55,12.55,12.55,12.55,0,0 TỶ,0,0,20/02/2024
HPG,29.2,0.00 (0.00 %),29.2,29.2,29.35,29.05,21391700,623.63 TỶ,348000,10106800000,20/02/2024
VNE,6.45,0.00 (0.00 %),6.45,6.47,6.5,6.4,213300,1.37 TỶ,0,0,20/02/2024
HMC,12.3,0.00 (0.00 %),12.3,12.3,12.4,12.05,20900,0.26 TỶ,0,0,20/02/2024
DSN,54.7,0.00 (0.00 %),54.7,54.9,54.9,54.1,8200,0.45 TỶ,0,0,20/02/2024
ILB,30.5,0.00 (0.00 %),30.5,30.5,30.5,30.5,3000,0.09 TỶ,0,0,20/02/2024
GDT,24.45,0.00 (0.00 %),24.45,24.5,24.55,24.4,10900,0.27 TỶ,0,0,20/02/2024
VSI,18.0,0.00 (0.00 %),18.0,18.0,18.0,18.0,0,0 TỶ,0,0,20/02/2024
VCI,45.0,0.00 (0.00 %),45.0,45.35,45.95,44.9,6306700,286.09 TỶ,0,0,20/02/2024
LM8,14.0,0.00 (0.00 %),14.0,14.0,14.0,14.0,0,0 TỶ,0,0,20/02/2024
DQC,15.7,0.00 (0.00 %),15.7,15.6,15.8,15.5,39700,0.62 TỶ,0,0,20/02/2024
VCF,185.0,0.00 (0.00 %),185.0,185.0,185.0,185.0,0,0 TỶ,0,0,20/02/2024
LBM,43.7,0.00 (0.00 %),43.7,43.7,43.7,43.6,85400,3.73 TỶ,0,0,20/02/2024
LGL,3.94,0.00 (0.00 %),3.94,3.95,3.97,3.9,129500,0.51 TỶ,0,0,20/02/2024
