STOCK_ID,CLOSE_PRICE,PRICE_CHANGE,BASE_PRICE,OPEN_PRICE,HIGHEST_PRICE,LOWEST_PRICE,MATCHED_VOLUME,MATCHED_AMOUNT,SELF_DEALED_VOLUME,SELF_DEALED_AMOUNT,RECORDED_DATE
ACC,13.3,0.30 (2.31 %),13.0,13.1,13.3,13.0,85300,1.12 TỶ,0,0,21/03/2024
VRE,26.95,0.60 (2.28 %),26.35,26.7,27.15,26.35,12499300,334.73 TỶ,484800,13149140000,21/03/2024
CTF,30.0,0.65 (2.21 %),29.35,29.15,30.0,29.15,117700,3.45 TỶ,0,0,21/03/2024
SGR,20.8,0.45 (2.21 %),20.35,20.1,21.75,20.1,101200,2.1 TỶ,0,0,21/03/2024
ANV,34.75,0.75 (2.21 %),34.0,34.5,35.25,34.0,2001100,69.47 TỶ,0,0,21/03/2024
VPG,16.55,0.35 (2.16 %),16.2,16.25,16.75,16.2,1241800,20.53 TỶ,0,0,21/03/2024
VCB,95.2,2.00 (2.15 %),93.2,94.0,95.5,94.0,1452700,138.06 TỶ,241400,22379660000,21/03/2024
CVT,29.3,0.60 (2.09 %),28.7,29.0,29.3,28.7,1800,0.05 TỶ,0,0,21/03/2024
FIT,4.97,0.10 (2.05 %),4.87,4.88,4.98,4.88,2282500,11.24 TỶ,0,0,21/03/2024
SRF,10.0,0.20 (2.04 %),9.8,9.25,10.0,9.25,121100,1.19 TỶ,0,0,21/03/2024
MIG,18.2,0.35 (1.96 %),17.85,17.8,18.2,17.8,668300,12.05 TỶ,0,0,21/03/2024
HRC,48.05,0.90 (1.91 %),47.15,50.2,50.2,48.05,400,0.02 TỶ,0,0,21/03/2024
ST8,10.7,0.20 (1.90 %),10.5,10.6,10.75,10.5,936200,9.95 TỶ,0,0,21/03/2024
DPR,40.45,0.75 (1.89 %),39.7,40.0,40.9,39.7,979500,39.46 TỶ,0,0,21/03/2024
FMC,50.0,0.90 (1.83 %),49.1,49.85,50.3,49.0,123900,6.19 TỶ,0,0,21/03/2024
ACB,28.0,0.50 (1.82 %),27.5,27.7,28.0,27.55,12818200,355.62 TỶ,417800,11313380000,21/03/2024
KDH,37.2,0.65 (1.78 %),36.55,36.8,37.4,36.55,4354000,160.99 TỶ,0,0,21/03/2024
DBC,31.55,0.55 (1.77 %),31.0,31.2,31.7,31.05,11551500,362.79 TỶ,400000,12600000000,21/03/2024
DHA,49.85,0.85 (1.73 %),49.0,49.15,49.9,49.0,111200,5.5 TỶ,0,0,21/03/2024
VOS,11.9,0.20 (1.71 %),11.7,11.75,12.0,11.75,1364700,16.17 TỶ,0,0,21/03/2024
BCG,8.95,0.15 (1.70 %),8.8,8.88,9.05,8.81,12101200,108.15 TỶ,603000,5326400000,21/03/2024
BFC,30.8,0.50 (1.65 %),30.3,30.5,30.95,30.1,394500,12.08 TỶ,0,0,21/03/2024
HAR,4.39,0.07 (1.62 %),4.32,4.32,4.39,4.32,673200,2.93 TỶ,0,0,21/03/2024
CTG,34.9,0.55 (1.60 %),34.35,34.6,34.9,34.05,9087700,313.17 TỶ,221500,7492870000,21/03/2024
VCG,25.55,0.40 (1.59 %),25.15,25.4,25.9,25.1,17206500,438.11 TỶ,0,0,21/03/2024
HSG,22.7,0.35 (1.57 %),22.35,22.5,22.85,22.3,14860600,335.25 TỶ,0,0,21/03/2024
RAL,125.0,1.90 (1.54 %),123.1,124.0,125.0,123.0,38900,4.81 TỶ,0,0,21/03/2024
LGL,3.99,0.06 (1.53 %),3.93,3.92,3.99,3.8,499900,1.95 TỶ,0,0,21/03/2024
SFI,36.95,0.55 (1.51 %),36.4,35.6,37.0,35.6,18300,0.68 TỶ,0,0,21/03/2024
MSH,43.85,0.65 (1.50 %),43.2,43.6,43.95,43.3,174400,7.62 TỶ,0,0,21/03/2024
VCI,54.0,0.80 (1.50 %),53.2,54.3,55.2,53.2,8240100,444.88 TỶ,800000,43280000000,21/03/2024
TYA,10.15,0.15 (1.50 %),10.0,10.05,10.15,10.05,400,0 TỶ,0,0,21/03/2024
EVG,6.09,0.09 (1.50 %),6.0,6.0,6.19,5.96,2001300,12.18 TỶ,0,0,21/03/2024
APH,8.13,0.12 (1.50 %),8.01,8.03,8.16,8.03,723600,5.87 TỶ,0,0,21/03/2024
C47,6.8,0.10 (1.49 %),6.7,6.71,6.82,6.71,169300,1.15 TỶ,0,0,21/03/2024
DHC,44.3,0.65 (1.49 %),43.65,43.7,45.1,43.7,825100,36.55 TỶ,100000,4100000000,21/03/2024
HII,6.15,0.09 (1.49 %),6.06,6.07,6.19,6.07,136700,0.84 TỶ,0,0,21/03/2024
FPT,116.2,1.70 (1.48 %),114.5,115.2,116.2,114.6,3757800,434.06 TỶ,480700,57527050000,21/03/2024
HCD,10.3,0.15 (1.48 %),10.15,10.3,10.35,10.05,752300,7.67 TỶ,0,0,21/03/2024
GIL,38.15,0.55 (1.46 %),37.6,37.9,38.2,37.35,1931100,72.91 TỶ,0,0,21/03/2024
SAM,6.54,0.09 (1.40 %),6.45,6.47,6.62,6.47,470200,3.08 TỶ,0,0,21/03/2024
TCO,10.95,0.15 (1.39 %),10.8,10.7,10.95,10.7,24300,0.26 TỶ,0,0,21/03/2024
VJC,102.6,1.40 (1.38 %),101.2,101.7,103.1,101.2,741000,75.59 TỶ,33700,3204870000,21/03/2024
GVR,33.25,0.45 (1.37 %),32.8,33.3,33.4,32.6,4064500,133.79 TỶ,0,0,21/03/2024
VSC,22.2,0.30 (1.37 %),21.9,22.2,22.45,21.95,4058400,89.97 TỶ,3985400,81729260000,21/03/2024
GMH,11.3,0.15 (1.35 %),11.15,11.25,11.35,11.25,107900,1.22 TỶ,0,0,21/03/2024
VPH,7.57,0.10 (1.34 %),7.47,7.5,7.63,7.5,174800,1.32 TỶ,0,0,21/03/2024
AAT,5.32,0.07 (1.33 %),5.25,5.26,5.34,5.26,138300,0.73 TỶ,0,0,21/03/2024
BMC,19.2,0.25 (1.32 %),18.95,18.95,19.4,18.95,37500,0.72 TỶ,0,0,21/03/2024
IMP,69.2,0.90 (1.32 %),68.3,68.4,69.7,68.4,56200,3.89 TỶ,0,0,21/03/2024
HDC,34.7,0.45 (1.31 %),34.25,34.6,35.2,33.9,6266400,216.98 TỶ,0,0,21/03/2024
CII,19.4,0.25 (1.31 %),19.15,19.4,19.7,19.1,18050500,349.87 TỶ,42000,804300000,21/03/2024
BVH,42.8,0.55 (1.30 %),42.25,42.55,42.9,42.45,492200,21 TỶ,0,0,21/03/2024
REE,62.9,0.80 (1.29 %),62.1,62.9,63.1,62.1,967400,60.66 TỶ,130000,8580000000,21/03/2024
DLG,2.36,0.03 (1.29 %),2.33,2.34,2.38,2.31,2316900,5.45 TỶ,0,0,21/03/2024
IJC,15.8,0.20 (1.28 %),15.6,15.65,16.1,15.65,4671500,74.05 TỶ,0,0,21/03/2024
DQC,16.0,0.20 (1.27 %),15.8,15.8,16.2,15.65,53500,0.85 TỶ,0,0,21/03/2024
PHC,7.25,0.09 (1.26 %),7.16,7.16,7.36,7.15,383900,2.8 TỶ,0,0,21/03/2024
TVB,8.11,0.10 (1.25 %),8.01,8.2,8.21,8.06,651100,5.31 TỶ,0,0,21/03/2024
LHG,36.55,0.45 (1.25 %),36.1,36.2,36.9,36.2,256400,9.37 TỶ,0,0,21/03/2024
TDH,4.11,0.05 (1.23 %),4.06,4.03,4.15,4.03,278800,1.14 TỶ,0,0,21/03/2024
SVD,2.48,0.03 (1.22 %),2.45,2.44,2.48,2.44,15300,0.04 TỶ,0,0,21/03/2024
NAF,16.6,0.20 (1.22 %),16.4,16.75,16.75,16.3,213700,3.51 TỶ,0,0,21/03/2024
DAH,4.16,0.05 (1.22 %),4.11,4.12,4.22,4.12,197100,0.82 TỶ,0,0,21/03/2024
SSI,37.65,0.45 (1.21 %),37.2,37.95,38.0,37.5,27175200,"1,025.35 TỶ",647001,24119274600,21/03/2024
VFG,60.5,0.70 (1.17 %),59.8,59.8,61.2,59.6,37500,2.26 TỶ,0,0,21/03/2024
NLG,43.3,0.50 (1.17 %),42.8,43.3,44.0,42.6,3427600,148.14 TỶ,0,0,21/03/2024
DCM,34.75,0.40 (1.16 %),34.35,34.6,35.0,34.45,3592200,124.89 TỶ,0,0,21/03/2024
ORS,17.4,0.20 (1.16 %),17.2,17.55,17.75,17.25,3340000,58.24 TỶ,0,0,21/03/2024
DPG,44.5,0.50 (1.14 %),44.0,44.25,45.0,43.9,1441100,64.02 TỶ,0,0,21/03/2024
STB,31.5,0.35 (1.12 %),31.15,31.25,31.5,31.1,15677800,491.01 TỶ,238700,7309150000,21/03/2024
VNG,9.1,0.10 (1.11 %),9.0,9.0,9.1,8.68,7500,0.07 TỶ,0,0,21/03/2024
TTF,4.56,0.05 (1.11 %),4.51,4.59,4.59,4.52,1081500,4.91 TỶ,0,0,21/03/2024
NHH,18.4,0.20 (1.10 %),18.2,18.25,18.5,18.1,1371800,25.03 TỶ,0,0,21/03/2024
BCM,65.7,0.70 (1.08 %),65.0,65.5,66.1,65.2,801600,52.62 TỶ,0,0,21/03/2024
HCM,28.25,0.30 (1.07 %),27.95,28.35,28.7,28.15,9357800,265.94 TỶ,0,0,21/03/2024
DRC,33.0,0.35 (1.07 %),32.65,32.65,33.1,32.4,940000,30.78 TỶ,20000,679000000,21/03/2024
MWG,48.5,0.50 (1.04 %),48.0,48.5,48.95,48.0,9096600,439.77 TỶ,334700,16016786000,21/03/2024
HID,2.94,0.03 (1.03 %),2.91,2.92,2.94,2.91,121900,0.36 TỶ,0,0,21/03/2024
HDG,29.4,0.30 (1.03 %),29.1,29.45,29.9,29.1,3465400,101.97 TỶ,0,0,21/03/2024
VGC,59.0,0.60 (1.03 %),58.4,58.8,59.2,58.0,1309100,76.89 TỶ,0,0,21/03/2024
VPI,59.5,0.60 (1.02 %),58.9,58.9,59.7,58.8,1134100,67.09 TỶ,0,0,21/03/2024
DPM,35.5,0.35 (1.00 %),35.15,35.5,35.55,35.15,2197600,77.71 TỶ,0,0,21/03/2024
YBM,9.2,0.09 (0.99 %),9.11,9.15,9.2,9.15,4300,0.04 TỶ,0,0,21/03/2024
PTL,4.09,0.04 (0.99 %),4.05,4.05,4.11,4.05,151700,0.62 TỶ,0,0,21/03/2024
SGN,72.8,0.70 (0.97 %),72.1,72.2,73.0,72.2,19100,1.39 TỶ,0,0,21/03/2024
DAG,3.15,0.03 (0.96 %),3.12,3.13,3.15,3.13,134100,0.42 TỶ,0,0,21/03/2024
VHM,42.9,0.40 (0.94 %),42.5,42.85,43.05,42.55,10978300,470.47 TỶ,137100,5733390000,21/03/2024
BWE,43.0,0.40 (0.94 %),42.6,42.95,43.3,42.7,176900,7.61 TỶ,0,0,21/03/2024
VTO,11.0,0.10 (0.92 %),10.9,10.9,11.2,10.85,620600,6.83 TỶ,0,0,21/03/2024
MSN,78.0,0.70 (0.91 %),77.3,78.5,78.8,77.6,4982600,389.5 TỶ,1081300,83277310000,21/03/2024
SHB,11.45,0.10 (0.88 %),11.35,11.45,11.55,11.35,21466000,245.16 TỶ,35270900,402005750000,21/03/2024
HPG,30.25,0.25 (0.83 %),30.0,30.35,30.55,30.1,19972600,605.3 TỶ,635000,19048560000,21/03/2024
ITA,6.07,0.05 (0.83 %),6.02,6.06,6.1,6.02,3068000,18.59 TỶ,0,0,21/03/2024
DBT,12.4,0.10 (0.81 %),12.3,12.3,12.4,12.3,7700,0.1 TỶ,0,0,21/03/2024
TVS,24.8,0.20 (0.81 %),24.6,25.1,25.1,24.6,125900,3.12 TỶ,0,0,21/03/2024
SZC,43.5,0.35 (0.81 %),43.15,43.6,43.6,43.05,1366700,59.13 TỶ,0,0,21/03/2024
TPB,18.75,0.15 (0.81 %),18.6,18.8,18.85,18.5,9181400,171.2 TỶ,167101,3055387300,21/03/2024
NKG,25.35,0.20 (0.80 %),25.15,25.35,26.15,25.1,16714800,427.56 TỶ,200000,4680000000,21/03/2024
PSH,7.62,0.06 (0.79 %),7.56,7.56,7.65,7.56,455900,3.46 TỶ,0,0,21/03/2024
HVH,5.1,0.04 (0.79 %),5.06,5.2,5.2,5.04,196500,1 TỶ,0,0,21/03/2024
PDN,115.0,0.90 (0.79 %),114.1,121.7,121.7,114.2,4000,0.48 TỶ,0,0,21/03/2024
ACL,12.95,0.10 (0.78 %),12.85,12.7,13.05,12.7,41700,0.54 TỶ,0,0,21/03/2024
TDG,3.9,0.03 (0.78 %),3.87,3.89,3.92,3.73,166400,0.64 TỶ,0,0,21/03/2024
GEG,13.15,0.10 (0.77 %),13.05,13.15,13.15,13.05,592200,7.76 TỶ,0,0,21/03/2024
TLD,5.27,0.04 (0.76 %),5.23,5.24,5.27,5.22,90200,0.47 TỶ,0,0,21/03/2024
DGW,66.3,0.50 (0.76 %),65.8,66.4,66.5,65.1,2466300,162.4 TỶ,0,0,21/03/2024
DRL,66.5,0.50 (0.76 %),66.0,66.2,66.5,66.2,400,0.03 TỶ,0,0,21/03/2024
VIX,20.15,0.15 (0.75 %),20.0,20.55,20.6,19.95,32807200,664.24 TỶ,0,0,21/03/2024
DXV,4.04,0.03 (0.75 %),4.01,4.29,4.29,4.04,11700,0.05 TỶ,0,0,21/03/2024
HT1,13.5,0.10 (0.75 %),13.4,13.4,13.5,13.35,198400,2.67 TỶ,0,0,21/03/2024
MHC,9.48,0.07 (0.74 %),9.41,9.43,9.67,9.42,112200,1.07 TỶ,0,0,21/03/2024
DBD,56.9,0.40 (0.71 %),56.5,56.5,57.1,56.2,212800,12.08 TỶ,590000,31860000000,21/03/2024
CSV,57.5,0.40 (0.70 %),57.1,58.0,58.0,57.0,500600,28.76 TỶ,0,0,21/03/2024
PVT,29.1,0.20 (0.69 %),28.9,29.2,29.65,28.8,6495500,189.43 TỶ,0,0,21/03/2024
VDS,22.3,0.15 (0.68 %),22.15,22.8,22.8,22.05,1687400,37.71 TỶ,0,0,21/03/2024
CKG,22.35,0.15 (0.68 %),22.2,22.0,22.45,22.0,43600,0.97 TỶ,0,0,21/03/2024
SHI,14.9,0.10 (0.68 %),14.8,14.5,14.9,14.5,337300,4.9 TỶ,0,0,21/03/2024
MSB,14.9,0.10 (0.68 %),14.8,14.9,14.95,14.65,8616800,127.47 TỶ,9688000,145208000000,21/03/2024
TNT,5.99,0.04 (0.67 %),5.95,5.96,6.1,5.9,416100,2.47 TỶ,0,0,21/03/2024
HQC,4.58,0.03 (0.66 %),4.55,4.61,4.64,4.52,10255400,46.84 TỶ,0,0,21/03/2024
SKG,15.4,0.10 (0.65 %),15.3,15.35,15.5,15.25,896500,13.76 TỶ,0,0,21/03/2024
GEX,23.45,0.15 (0.64 %),23.3,23.7,23.85,23.3,23945500,562.92 TỶ,0,0,21/03/2024
APG,15.75,0.10 (0.64 %),15.65,16.0,16.0,15.6,370000,5.84 TỶ,0,0,21/03/2024
BMI,23.85,0.15 (0.63 %),23.7,23.75,23.9,23.6,124300,2.95 TỶ,0,0,21/03/2024
BMP,111.3,0.70 (0.63 %),110.6,111.7,113.0,111.1,135800,15.17 TỶ,0,0,21/03/2024
CTI,15.95,0.10 (0.63 %),15.85,16.0,16.0,15.8,297400,4.71 TỶ,0,0,21/03/2024
DCL,24.35,0.15 (0.62 %),24.2,24.0,24.4,24.0,59400,1.44 TỶ,0,0,21/03/2024
STK,33.35,0.20 (0.60 %),33.15,33.0,33.6,32.85,109800,3.62 TỶ,29000,986000000,21/03/2024
VNM,68.4,0.40 (0.59 %),68.0,68.2,68.5,67.9,4906200,334.69 TỶ,155500,10449770000,21/03/2024
KHP,9.3,0.05 (0.54 %),9.25,9.35,9.35,9.22,74400,0.69 TỶ,0,0,21/03/2024
CAV,74.4,0.40 (0.54 %),74.0,74.2,74.4,74.0,2000,0.15 TỶ,0,0,21/03/2024
VPB,18.75,0.10 (0.54 %),18.65,18.75,18.95,18.55,16882000,315.78 TỶ,3423400,64351260000,21/03/2024
SAB,57.2,0.30 (0.53 %),56.9,57.4,57.6,57.1,738100,42.37 TỶ,90000,5134000000,21/03/2024
DHM,9.75,0.05 (0.52 %),9.7,9.79,9.79,9.6,14900,0.14 TỶ,0,0,21/03/2024
GMD,78.4,0.40 (0.51 %),78.0,79.6,79.6,77.6,1022500,80.05 TỶ,40000,3182400000,21/03/2024
PNJ,98.7,0.50 (0.51 %),98.2,99.2,100.4,98.1,1676300,165.81 TỶ,295000,29683000000,21/03/2024
TCD,7.96,0.04 (0.51 %),7.92,8.08,8.08,7.91,1373200,10.94 TỶ,0,0,21/03/2024
HAH,43.1,0.20 (0.47 %),42.9,43.0,43.35,42.85,1987600,85.48 TỶ,0,0,21/03/2024
VIP,11.3,0.05 (0.44 %),11.25,11.2,11.3,11.15,230500,2.58 TỶ,0,0,21/03/2024
FCM,4.57,0.02 (0.44 %),4.55,4.55,4.57,4.54,48700,0.22 TỶ,0,0,21/03/2024
TCM,46.15,0.20 (0.44 %),45.95,45.95,46.45,45.45,1527500,70.22 TỶ,0,0,21/03/2024
SHA,4.71,0.02 (0.43 %),4.69,4.54,4.72,4.54,5100,0.02 TỶ,0,0,21/03/2024
PAN,24.0,0.10 (0.42 %),23.9,24.0,24.2,23.8,1547000,37.05 TỶ,0,0,21/03/2024
GSP,12.05,0.05 (0.42 %),12.0,12.1,12.1,12.0,181000,2.17 TỶ,0,0,21/03/2024
ICT,12.1,0.05 (0.41 %),12.05,12.2,12.3,12.05,41500,0.5 TỶ,0,0,21/03/2024
TMP,72.8,0.30 (0.41 %),72.5,72.5,73.0,72.5,3800,0.28 TỶ,0,0,21/03/2024
NTL,37.55,0.15 (0.40 %),37.4,38.0,38.0,37.4,774800,29.22 TỶ,0,0,21/03/2024
HAG,12.7,0.05 (0.40 %),12.65,12.85,12.85,12.6,10424200,132.66 TỶ,0,0,21/03/2024
PPC,13.55,0.05 (0.37 %),13.5,13.6,13.6,13.5,126900,1.72 TỶ,0,0,21/03/2024
GDT,27.5,0.10 (0.36 %),27.4,27.45,27.6,27.45,18900,0.52 TỶ,0,0,21/03/2024
LAF,13.8,0.05 (0.36 %),13.75,13.95,14.0,13.6,5900,0.08 TỶ,0,0,21/03/2024
TNI,2.79,0.01 (0.36 %),2.78,2.82,2.82,2.77,206600,0.58 TỶ,0,0,21/03/2024
VNL,14.4,0.05 (0.35 %),14.35,14.4,14.45,14.3,13700,0.2 TỶ,0,0,21/03/2024
ABS,5.76,0.02 (0.35 %),5.74,5.79,5.79,5.71,482800,2.77 TỶ,0,0,21/03/2024
EVE,14.55,0.05 (0.34 %),14.5,14.4,14.6,14.4,173500,2.52 TỶ,0,0,21/03/2024
HSL,5.86,0.02 (0.34 %),5.84,5.84,5.93,5.84,103300,0.61 TỶ,0,0,21/03/2024
BSI,59.0,0.20 (0.34 %),58.8,60.0,60.0,58.8,607300,35.95 TỶ,0,0,21/03/2024
SJD,14.95,0.05 (0.34 %),14.9,14.9,14.95,14.85,139400,2.08 TỶ,0,0,21/03/2024
TCH,15.0,0.05 (0.33 %),14.95,15.1,15.3,14.7,21653300,324.77 TỶ,0,0,21/03/2024
BTP,15.4,0.05 (0.33 %),15.35,15.45,15.55,15.4,71400,1.1 TỶ,0,0,21/03/2024
PVD,32.35,0.10 (0.31 %),32.25,32.4,32.6,31.75,8497400,273.33 TỶ,0,0,21/03/2024
VMD,17.05,0.05 (0.29 %),17.0,17.1,17.2,17.05,9700,0.17 TỶ,0,0,21/03/2024
HTI,17.3,0.05 (0.29 %),17.25,17.2,17.3,17.2,10100,0.17 TỶ,0,0,21/03/2024
KMR,3.58,0.01 (0.28 %),3.57,3.57,3.58,3.56,80700,0.29 TỶ,0,0,21/03/2024
TSC,3.64,0.01 (0.28 %),3.63,3.63,3.67,3.62,605600,2.2 TỶ,0,0,21/03/2024
C32,18.3,0.05 (0.27 %),18.25,18.35,18.35,18.05,25800,0.47 TỶ,0,0,21/03/2024
CDC,20.2,0.05 (0.25 %),20.15,20.15,20.2,19.85,387100,7.77 TỶ,52000,1120600000,21/03/2024
AGR,20.8,0.05 (0.24 %),20.75,21.35,21.5,20.55,2966300,62.09 TỶ,0,0,21/03/2024
TDC,9.22,0.02 (0.22 %),9.2,9.26,9.26,9.13,307200,2.82 TỶ,0,0,21/03/2024
DAT,9.87,0.02 (0.20 %),9.85,9.85,9.87,9.85,1200,0.01 TỶ,0,0,21/03/2024
VPD,25.4,0.05 (0.20 %),25.35,25.3,25.4,25.25,97000,2.46 TỶ,0,0,21/03/2024
POM,5.3,0.01 (0.19 %),5.29,5.34,5.34,5.26,1096300,5.79 TỶ,0,0,21/03/2024
DSN,56.6,0.10 (0.18 %),56.5,56.6,56.9,56.4,28200,1.6 TỶ,0,0,21/03/2024
PC1,28.55,0.05 (0.18 %),28.5,28.6,28.6,28.25,5060500,143.96 TỶ,0,0,21/03/2024
