STOCK_ID,CLOSE_PRICE,PRICE_CHANGE,BASE_PRICE,OPEN_PRICE,HIGHEST_PRICE,LOWEST_PRICE,MATCHED_VOLUME,MATCHED_AMOUNT,SELF_DEALED_VOLUME,SELF_DEALED_AMOUNT,RECORDED_DATE
PET,25.8,0.80 (3.20 %),25.0,25.0,25.95,25.0,1416800,36.37 TỶ,0,0,01/03/2024
CMG,41.2,1.25 (3.13 %),39.95,39.95,41.7,39.95,260600,10.61 TỶ,0,0,01/03/2024
IJC,15.2,0.45 (3.05 %),14.75,14.85,15.25,14.5,5447500,81.45 TỶ,0,0,01/03/2024
VDS,20.8,0.60 (2.97 %),20.2,20.45,20.9,20.3,1646800,33.99 TỶ,0,0,01/03/2024
PVD,31.8,0.90 (2.91 %),30.9,30.9,31.9,30.6,7434600,232.95 TỶ,0,0,01/03/2024
VCG,25.1,0.70 (2.87 %),24.4,24.45,25.2,24.4,10020400,248.7 TỶ,127000,3111500000,01/03/2024
PJT,10.9,0.30 (2.83 %),10.6,10.9,10.9,10.9,100,0 TỶ,0,0,01/03/2024
FCN,14.55,0.40 (2.83 %),14.15,14.25,14.6,14.0,4118600,59.29 TỶ,0,0,01/03/2024
VNL,14.75,0.40 (2.79 %),14.35,14.6,14.8,14.5,53800,0.79 TỶ,0,0,01/03/2024
VCI,46.85,1.25 (2.74 %),45.6,46.1,47.65,46.0,8593000,403.37 TỶ,45000,2070000000,01/03/2024
DPG,41.3,1.10 (2.74 %),40.2,40.0,41.3,39.8,1291500,52.7 TỶ,0,0,01/03/2024
ITC,11.3,0.30 (2.73 %),11.0,11.1,11.3,10.95,432400,4.79 TỶ,0,0,01/03/2024
SKG,15.15,0.40 (2.71 %),14.75,14.7,15.25,14.65,877600,13.18 TỶ,0,0,01/03/2024
ACG,41.3,1.05 (2.61 %),40.25,41.75,41.75,40.5,16900,0.69 TỶ,0,0,01/03/2024
DVP,71.0,1.80 (2.60 %),69.2,70.0,71.0,69.0,18800,1.32 TỶ,0,0,01/03/2024
TNH,22.15,0.55 (2.55 %),21.6,21.7,22.2,21.7,1037600,22.82 TỶ,0,0,01/03/2024
HUB,18.65,0.45 (2.47 %),18.2,18.2,18.7,18.2,116100,2.15 TỶ,0,0,01/03/2024
HU1,6.3,0.15 (2.44 %),6.15,6.05,6.3,6.05,7900,0.05 TỶ,0,0,01/03/2024
CII,18.95,0.45 (2.43 %),18.5,18.6,19.0,18.5,10474000,196.7 TỶ,0,0,01/03/2024
VND,23.2,0.55 (2.43 %),22.65,22.9,23.45,22.85,42616000,987.97 TỶ,0,0,01/03/2024
TVS,23.45,0.55 (2.40 %),22.9,22.75,23.9,22.75,233900,5.48 TỶ,0,0,01/03/2024
TVB,7.68,0.18 (2.40 %),7.5,7.52,7.7,7.52,917800,7 TỶ,0,0,01/03/2024
PC1,28.4,0.65 (2.34 %),27.75,27.75,28.4,27.6,8796800,247.17 TỶ,0,0,01/03/2024
HHV,15.7,0.35 (2.28 %),15.35,15.4,15.75,15.3,10184000,158.69 TỶ,0,0,01/03/2024
HAH,42.9,0.95 (2.26 %),41.95,41.95,43.5,41.65,4339900,184.68 TỶ,0,0,01/03/2024
VAF,13.7,0.30 (2.24 %),13.4,13.7,13.7,13.7,100,0 TỶ,0,0,01/03/2024
STK,28.2,0.60 (2.17 %),27.6,27.6,28.5,27.05,109700,3.02 TỶ,0,0,01/03/2024
AAM,9.53,0.20 (2.14 %),9.33,9.58,9.58,9.33,1200,0.01 TỶ,0,0,01/03/2024
LDG,2.96,0.06 (2.07 %),2.9,2.9,3.0,2.89,3080900,9.05 TỶ,0,0,01/03/2024
NO1,10.1,0.20 (2.02 %),9.9,9.9,10.1,9.85,269000,2.67 TỶ,48000,477600000,01/03/2024
BTP,18.35,0.35 (1.94 %),18.0,18.2,18.35,18.05,302600,5.49 TỶ,0,0,01/03/2024
SMC,10.6,0.20 (1.92 %),10.4,10.4,10.6,10.4,271700,2.85 TỶ,0,0,01/03/2024
GVR,29.15,0.55 (1.92 %),28.6,28.6,29.25,28.0,4188200,120.71 TỶ,0,0,01/03/2024
ADP,24.0,0.45 (1.91 %),23.55,23.6,24.0,23.6,3100,0.07 TỶ,0,0,01/03/2024
NBB,21.4,0.40 (1.90 %),21.0,20.8,21.7,20.8,168100,3.58 TỶ,0,0,01/03/2024
BCE,6.1,0.11 (1.84 %),5.99,6.15,6.15,5.99,66400,0.41 TỶ,0,0,01/03/2024
TNI,2.83,0.05 (1.80 %),2.78,2.94,2.94,2.83,274300,0.79 TỶ,0,0,01/03/2024
REE,62.3,1.10 (1.80 %),61.2,61.2,62.9,61.2,1217900,75.46 TỶ,20000,1232000000,01/03/2024
DGC,114.0,2.00 (1.79 %),112.0,113.0,115.3,112.3,2998500,342.84 TỶ,0,0,01/03/2024
EVE,14.45,0.25 (1.76 %),14.2,14.2,14.45,14.1,160400,2.29 TỶ,0,0,01/03/2024
FTS,58.0,1.00 (1.75 %),57.0,57.0,59.5,56.1,1716100,99.54 TỶ,0,0,01/03/2024
VOS,12.1,0.20 (1.68 %),11.9,11.9,12.15,11.85,1332700,15.97 TỶ,0,0,01/03/2024
SAV,15.35,0.25 (1.66 %),15.1,15.2,15.4,14.7,191900,2.88 TỶ,0,0,01/03/2024
BCG,8.61,0.14 (1.65 %),8.47,8.48,8.62,8.41,8931500,76.3 TỶ,0,0,01/03/2024
FPT,110.8,1.80 (1.65 %),109.0,109.2,111.4,109.1,4019400,445.12 TỶ,942000,106075200000,01/03/2024
DHA,50.3,0.80 (1.62 %),49.5,49.7,50.6,49.2,113000,5.67 TỶ,0,0,01/03/2024
VNG,9.05,0.14 (1.57 %),8.91,8.9,9.05,8.9,8100,0.07 TỶ,0,0,01/03/2024
DTL,14.8,0.20 (1.37 %),14.6,14.8,14.8,14.7,2300,0.03 TỶ,0,0,01/03/2024
NT2,26.0,0.35 (1.36 %),25.65,25.7,26.0,25.6,743300,19.16 TỶ,0,0,01/03/2024
DCM,34.2,0.45 (1.33 %),33.75,33.7,34.25,33.4,6312500,213.39 TỶ,0,0,01/03/2024
VSC,22.8,0.30 (1.33 %),22.5,22.5,22.9,22.35,3566500,80.61 TỶ,8620000,189640000000,01/03/2024
HSG,23.05,0.30 (1.32 %),22.75,22.7,23.1,22.65,9527600,218.43 TỶ,0,0,01/03/2024
AAT,5.38,0.07 (1.32 %),5.31,5.32,5.4,5.31,64900,0.35 TỶ,0,0,01/03/2024
ITA,6.16,0.08 (1.32 %),6.08,6.08,6.16,6.03,4666400,28.37 TỶ,0,0,01/03/2024
ICT,11.8,0.15 (1.29 %),11.65,11.8,11.85,11.7,27400,0.32 TỶ,0,0,01/03/2024
TBC,39.5,0.50 (1.28 %),39.0,39.5,39.5,39.5,300,0.01 TỶ,0,0,01/03/2024
DRH,4.78,0.06 (1.27 %),4.72,4.72,4.79,4.7,951400,4.51 TỶ,0,0,01/03/2024
STB,31.95,0.40 (1.27 %),31.55,31.75,32.2,31.7,27190200,869.49 TỶ,0,0,01/03/2024
VHM,43.95,0.55 (1.27 %),43.4,43.7,44.2,43.3,6873900,300.27 TỶ,0,0,01/03/2024
PHR,56.4,0.70 (1.26 %),55.7,55.6,56.5,55.5,566400,31.68 TỶ,0,0,01/03/2024
CTI,16.15,0.20 (1.25 %),15.95,15.95,16.35,15.75,460400,7.39 TỶ,0,0,01/03/2024
HCM,28.3,0.35 (1.25 %),27.95,28.35,29.0,28.1,9258800,264.21 TỶ,0,0,01/03/2024
GMC,9.1,0.11 (1.22 %),8.99,9.23,9.23,8.6,11300,0.1 TỶ,0,0,01/03/2024
HQC,4.22,0.05 (1.20 %),4.17,4.18,4.22,4.16,6902700,28.95 TỶ,0,0,01/03/2024
SCS,76.0,0.90 (1.20 %),75.1,75.0,76.2,75.0,193800,14.71 TỶ,0,0,01/03/2024
SIP,85.0,1.00 (1.19 %),84.0,84.5,85.0,83.4,205000,17.3 TỶ,74000,5786800000,01/03/2024
NVL,17.3,0.20 (1.17 %),17.1,17.15,17.4,17.05,21864700,377.04 TỶ,0,0,01/03/2024
DPR,35.2,0.40 (1.15 %),34.8,34.85,35.35,34.7,591600,20.74 TỶ,0,0,01/03/2024
SFI,35.2,0.40 (1.15 %),34.8,35.0,35.3,34.8,18900,0.66 TỶ,0,0,01/03/2024
PVT,27.1,0.30 (1.12 %),26.8,26.7,27.15,26.65,2444000,65.59 TỶ,50000,1374000000,01/03/2024
DXG,18.45,0.20 (1.10 %),18.25,18.3,18.5,18.15,9354500,171.39 TỶ,300000,5640000000,01/03/2024
APG,14.5,0.15 (1.05 %),14.35,14.35,14.7,14.35,256800,3.73 TỶ,0,0,01/03/2024
TDM,43.75,0.45 (1.04 %),43.3,43.0,43.75,42.15,1700,0.07 TỶ,0,0,01/03/2024
HAX,14.6,0.15 (1.04 %),14.45,14.6,14.6,14.4,180700,2.62 TỶ,0,0,01/03/2024
HTN,15.0,0.15 (1.01 %),14.85,14.85,15.15,14.85,677800,10.16 TỶ,0,0,01/03/2024
DPM,35.1,0.35 (1.01 %),34.75,34.75,35.3,34.55,2764300,96.82 TỶ,0,0,01/03/2024
PHC,7.2,0.07 (0.98 %),7.13,7.13,7.2,7.12,137400,0.98 TỶ,0,0,01/03/2024
SGN,72.0,0.70 (0.98 %),71.3,71.3,72.0,70.9,19300,1.38 TỶ,0,0,01/03/2024
SSI,37.35,0.35 (0.95 %),37.0,37.4,37.7,37.0,21490800,802.79 TỶ,175300,6521160000,01/03/2024
HAR,4.27,0.04 (0.95 %),4.23,4.23,4.27,4.2,391200,1.66 TỶ,0,0,01/03/2024
BID,53.5,0.50 (0.94 %),53.0,53.3,54.3,52.4,1246100,66.14 TỶ,225000,11702250000,01/03/2024
SZC,43.55,0.40 (0.93 %),43.15,43.15,44.55,42.4,2610000,113.39 TỶ,0,0,01/03/2024
DIG,27.55,0.25 (0.92 %),27.3,27.5,27.7,27.3,13412300,368.78 TỶ,0,0,01/03/2024
IMP,66.8,0.60 (0.91 %),66.2,65.9,66.8,65.5,10000,0.66 TỶ,0,0,01/03/2024
VFG,56.1,0.50 (0.90 %),55.6,55.8,58.0,55.0,34400,1.93 TỶ,0,0,01/03/2024
ORS,17.0,0.15 (0.89 %),16.85,17.0,17.5,16.95,5818100,100.44 TỶ,0,0,01/03/2024
HTI,17.15,0.15 (0.88 %),17.0,17.25,17.3,17.0,14300,0.24 TỶ,0,0,01/03/2024
MSH,40.35,0.35 (0.88 %),40.0,40.2,40.5,40.0,123700,4.98 TỶ,0,0,01/03/2024
DLG,2.32,0.02 (0.87 %),2.3,2.3,2.33,2.28,1741700,4.01 TỶ,0,0,01/03/2024
KDH,34.95,0.30 (0.87 %),34.65,34.9,35.2,34.5,4662900,161.97 TỶ,0,0,01/03/2024
MWG,46.6,0.40 (0.87 %),46.2,46.55,47.3,46.1,15362500,718.95 TỶ,816000,38150300000,01/03/2024
ASM,11.7,0.10 (0.86 %),11.6,11.7,11.7,11.45,2266300,26.21 TỶ,0,0,01/03/2024
POW,11.75,0.10 (0.86 %),11.65,11.65,11.75,11.6,4801200,56.11 TỶ,0,0,01/03/2024
SHB,11.9,0.10 (0.85 %),11.8,11.85,11.9,11.75,27245500,322.35 TỶ,1981000,23306050000,01/03/2024
GSP,12.0,0.10 (0.84 %),11.9,11.9,12.0,11.9,103400,1.23 TỶ,0,0,01/03/2024
NKG,24.15,0.20 (0.84 %),23.95,24.0,24.2,23.8,5937500,142.74 TỶ,2500000,56150000000,01/03/2024
EIB,18.25,0.15 (0.83 %),18.1,18.2,18.25,18.05,9288700,168.58 TỶ,74000,1339400000,01/03/2024
ACC,12.2,0.10 (0.83 %),12.1,12.15,12.3,12.15,10300,0.13 TỶ,0,0,01/03/2024
HHS,8.56,0.07 (0.82 %),8.49,8.5,8.59,8.48,1912800,16.29 TỶ,0,0,01/03/2024
HMC,12.3,0.10 (0.82 %),12.2,12.3,12.35,12.25,10200,0.13 TỶ,0,0,01/03/2024
NSC,74.1,0.60 (0.82 %),73.5,73.5,74.2,73.5,9500,0.7 TỶ,0,0,01/03/2024
C32,18.75,0.15 (0.81 %),18.6,18.1,18.8,18.05,64700,1.21 TỶ,0,0,01/03/2024
IDI,12.6,0.10 (0.80 %),12.5,12.65,12.65,12.4,2916800,36.46 TỶ,0,0,01/03/2024
HVN,12.75,0.10 (0.79 %),12.65,12.7,12.9,12.7,458700,5.86 TỶ,1345000,17059750000,01/03/2024
ADS,13.0,0.10 (0.78 %),12.9,12.95,13.05,12.8,358900,4.64 TỶ,40000,552000000,01/03/2024
PLP,5.23,0.04 (0.77 %),5.19,5.18,5.25,5.15,176100,0.92 TỶ,0,0,01/03/2024
TCH,13.2,0.10 (0.76 %),13.1,13.05,13.3,13.0,5464900,71.76 TỶ,0,0,01/03/2024
NLG,39.9,0.30 (0.76 %),39.6,39.8,39.95,39.3,3456200,136.86 TỶ,0,0,01/03/2024
SBT,13.4,0.10 (0.75 %),13.3,13.3,13.4,13.25,1986400,26.43 TỶ,0,0,01/03/2024
CDC,20.15,0.15 (0.75 %),20.0,20.0,20.2,19.9,613300,12.29 TỶ,0,0,01/03/2024
TLH,8.1,0.06 (0.75 %),8.04,8.1,8.1,8.01,694200,5.6 TỶ,0,0,01/03/2024
BFC,27.2,0.20 (0.74 %),27.0,27.05,27.5,26.7,352700,9.56 TỶ,0,0,01/03/2024
DHC,42.1,0.30 (0.72 %),41.8,41.8,42.1,41.7,362000,15.17 TỶ,0,0,01/03/2024
TCM,43.45,0.30 (0.70 %),43.15,43.0,43.45,42.55,1022800,43.82 TỶ,0,0,01/03/2024
OGC,7.26,0.05 (0.69 %),7.21,7.21,7.27,7.2,345700,2.5 TỶ,0,0,01/03/2024
CSV,58.5,0.40 (0.69 %),58.1,58.2,59.0,57.6,636400,37.19 TỶ,0,0,01/03/2024
HID,3.01,0.02 (0.67 %),2.99,2.99,3.01,2.99,133800,0.4 TỶ,0,0,01/03/2024
KPF,4.62,0.03 (0.65 %),4.59,4.6,4.72,4.59,372700,1.72 TỶ,0,0,01/03/2024
BMI,23.15,0.15 (0.65 %),23.0,23.0,23.15,22.8,120500,2.77 TỶ,0,0,01/03/2024
TCL,38.65,0.25 (0.65 %),38.4,38.4,38.65,38.4,11400,0.44 TỶ,0,0,01/03/2024
KBC,31.2,0.20 (0.65 %),31.0,31.2,31.25,30.85,5968600,185.18 TỶ,0,0,01/03/2024
FIT,4.97,0.03 (0.61 %),4.94,4.94,5.0,4.91,1297100,6.42 TỶ,0,0,01/03/2024
NHA,17.2,0.10 (0.58 %),17.1,17.35,17.35,17.0,203700,3.48 TỶ,0,0,01/03/2024
VMD,17.25,0.10 (0.58 %),17.15,17.25,17.6,17.25,11200,0.19 TỶ,0,0,01/03/2024
CRE,8.65,0.05 (0.58 %),8.6,8.7,8.75,8.6,421100,3.64 TỶ,0,0,01/03/2024
EVG,5.31,0.03 (0.57 %),5.28,5.28,5.37,5.25,1940700,10.31 TỶ,0,0,01/03/2024
VRE,26.65,0.15 (0.57 %),26.5,26.6,26.8,25.85,13628700,359.73 TỶ,100000,2700000000,01/03/2024
BAF,27.0,0.15 (0.56 %),26.85,27.0,27.2,26.45,5508900,147.86 TỶ,80000,2069600000,01/03/2024
VIC,45.25,0.25 (0.56 %),45.0,45.0,45.6,44.85,2982700,134.73 TỶ,20000,905000000,01/03/2024
TIP,27.3,0.15 (0.55 %),27.15,27.35,27.75,27.15,630500,17.32 TỶ,0,0,01/03/2024
TCO,9.4,0.05 (0.53 %),9.35,9.3,9.4,9.29,17500,0.16 TỶ,0,0,01/03/2024
CHP,29.1,0.15 (0.52 %),28.95,28.5,29.1,28.5,73700,2.14 TỶ,0,0,01/03/2024
HII,6.15,0.03 (0.49 %),6.12,6.12,6.16,6.07,118500,0.72 TỶ,0,0,01/03/2024
TDH,4.12,0.02 (0.49 %),4.1,4.1,4.17,4.07,155600,0.64 TỶ,0,0,01/03/2024
TDG,4.12,0.02 (0.49 %),4.1,4.1,4.15,4.08,33700,0.14 TỶ,0,0,01/03/2024
HDC,31.05,0.15 (0.49 %),30.9,31.0,31.1,30.75,1720500,53.24 TỶ,0,0,01/03/2024
VTO,10.35,0.05 (0.49 %),10.3,10.35,10.45,10.3,216200,2.24 TỶ,0,0,01/03/2024
HHP,10.4,0.05 (0.48 %),10.35,10.35,10.45,10.25,370900,3.83 TỶ,0,0,01/03/2024
CKG,20.9,0.10 (0.48 %),20.8,20.6,20.9,20.6,22800,0.47 TỶ,21000,420000000,01/03/2024
VTB,10.5,0.05 (0.48 %),10.45,10.3,10.5,10.3,300,0 TỶ,0,0,01/03/2024
DHM,10.55,0.05 (0.48 %),10.5,11.2,11.2,10.4,134300,1.45 TỶ,0,0,01/03/2024
BCM,63.6,0.30 (0.47 %),63.3,63.4,64.0,63.1,851900,53.97 TỶ,0,0,01/03/2024
APH,8.57,0.04 (0.47 %),8.53,8.55,8.57,8.46,367800,3.14 TỶ,0,0,01/03/2024
SVT,11.55,0.05 (0.43 %),11.5,11.5,11.65,11.5,13900,0.16 TỶ,0,0,01/03/2024
OPC,23.25,0.10 (0.43 %),23.15,23.25,23.25,23.1,15300,0.35 TỶ,0,0,01/03/2024
CAV,70.5,0.30 (0.43 %),70.2,71.0,71.0,70.0,23200,1.63 TỶ,0,0,01/03/2024
TLG,47.05,0.20 (0.43 %),46.85,46.85,47.9,46.85,153200,7.28 TỶ,0,0,01/03/2024
D2D,35.55,0.15 (0.42 %),35.4,35.55,35.6,35.2,110600,3.92 TỶ,0,0,01/03/2024
SCR,7.22,0.03 (0.42 %),7.19,7.25,7.25,7.2,1605400,11.58 TỶ,0,0,01/03/2024
VPS,9.74,0.04 (0.41 %),9.7,9.68,9.74,9.63,2000,0.02 TỶ,0,0,01/03/2024
DBT,12.35,0.05 (0.41 %),12.3,12.3,12.65,11.5,39100,0.48 TỶ,0,0,01/03/2024
ITD,9.99,0.04 (0.40 %),9.95,9.91,10.3,9.51,53600,0.53 TỶ,0,0,01/03/2024
VNS,13.05,0.05 (0.38 %),13.0,13.0,13.2,13.0,19100,0.25 TỶ,0,0,01/03/2024
HT1,13.3,0.05 (0.38 %),13.25,13.25,13.45,13.15,233400,3.1 TỶ,0,0,01/03/2024
PPC,13.75,0.05 (0.36 %),13.7,13.7,13.8,13.7,185000,2.54 TỶ,0,0,01/03/2024
DBD,55.7,0.20 (0.36 %),55.5,55.7,55.7,54.7,233500,12.83 TỶ,40000,2200000000,01/03/2024
BIC,28.3,0.10 (0.35 %),28.2,28.0,28.4,28.0,36900,1.04 TỶ,0,0,01/03/2024
QCG,9.16,0.03 (0.33 %),9.13,9.17,9.17,9.07,470600,4.3 TỶ,0,0,01/03/2024
KHG,6.14,0.02 (0.33 %),6.12,6.12,6.14,6.06,3304400,20.13 TỶ,737300,4202610000,01/03/2024
CVT,30.85,0.10 (0.33 %),30.75,30.85,30.85,30.85,900,0.03 TỶ,0,0,01/03/2024
RAL,126.5,0.40 (0.32 %),126.1,125.0,126.5,125.0,17500,2.19 TỶ,0,0,01/03/2024
KDC,63.4,0.20 (0.32 %),63.2,63.4,63.4,62.8,684900,43.18 TỶ,1190000,73780000000,01/03/2024
SVI,65.0,0.20 (0.31 %),64.8,64.8,65.0,64.8,200,0.01 TỶ,0,0,01/03/2024
HTG,33.0,0.10 (0.30 %),32.9,32.75,33.2,32.75,34800,1.15 TỶ,0,0,01/03/2024
SHP,33.4,0.10 (0.30 %),33.3,34.85,34.85,33.4,7000,0.24 TỶ,0,0,01/03/2024
VPG,16.95,0.05 (0.30 %),16.9,17.05,17.05,16.75,731100,12.35 TỶ,0,0,01/03/2024
CRC,7.21,0.02 (0.28 %),7.19,7.3,7.33,7.2,167100,1.21 TỶ,0,0,01/03/2024
TSC,3.7,0.01 (0.27 %),3.69,3.69,3.71,3.67,397300,1.46 TỶ,0,0,01/03/2024
EVF,19.25,0.05 (0.26 %),19.2,19.2,19.5,18.65,11391400,217.24 TỶ,0,0,01/03/2024
GAS,77.6,0.20 (0.26 %),77.4,77.8,77.8,77.3,991000,76.77 TỶ,0,0,01/03/2024
KOS,40.15,0.10 (0.25 %),40.05,40.05,40.15,40.05,316800,12.7 TỶ,0,0,01/03/2024
HBC,8.6,0.02 (0.23 %),8.58,8.59,8.65,8.57,1611500,13.85 TỶ,0,0,01/03/2024
DAH,4.37,0.01 (0.23 %),4.36,4.37,4.4,4.32,320900,1.4 TỶ,0,0,01/03/2024
SSB,22.95,0.05 (0.22 %),22.9,22.7,22.95,22.65,1269900,28.94 TỶ,0,0,01/03/2024
PAN,23.5,0.05 (0.21 %),23.45,23.5,23.9,23.15,1734400,40.73 TỶ,0,0,01/03/2024
AGG,24.1,0.05 (0.21 %),24.05,24.2,24.2,23.9,612500,14.7 TỶ,0,0,01/03/2024
TCT,25.55,0.05 (0.20 %),25.5,25.5,25.7,25.4,23300,0.6 TỶ,0,0,01/03/2024
VJC,103.3,0.20 (0.19 %),103.1,103.8,104.3,103.2,650700,67.49 TỶ,600000,61860000000,01/03/2024
HVH,5.28,0.01 (0.19 %),5.27,5.28,5.29,5.25,111700,0.59 TỶ,0,0,01/03/2024
DSN,55.0,0.10 (0.18 %),54.9,54.9,55.0,54.6,32800,1.8 TỶ,0,0,01/03/2024
VGC,55.5,0.10 (0.18 %),55.4,55.6,56.0,54.7,1422900,78.51 TỶ,0,0,01/03/2024
SAB,58.6,0.10 (0.17 %),58.5,58.8,58.9,58.1,847400,49.63 TỶ,50000,2859000000,01/03/2024
VCF,186.4,0.30 (0.16 %),186.1,186.4,186.4,186.4,100,0.02 TỶ,0,0,01/03/2024
DXS,7.01,0.01 (0.14 %),7.0,7.0,7.03,6.94,947100,6.62 TỶ,0,0,01/03/2024
MSN,70.5,0.10 (0.14 %),70.4,70.4,71.2,70.0,3757800,265 TỶ,0,0,01/03/2024
CTG,35.6,0.05 (0.14 %),35.55,35.7,35.7,35.0,9179700,323.61 TỶ,40000,1378000000,01/03/2024
PLX,35.9,0.05 (0.14 %),35.85,36.0,36.1,35.7,717600,25.74 TỶ,0,0,01/03/2024
SMB,36.65,0.05 (0.14 %),36.6,36.7,36.7,36.5,4100,0.15 TỶ,0,0,01/03/2024
VHC,73.6,0.10 (0.14 %),73.5,74.0,74.0,72.5,981500,71.64 TỶ,0,0,01/03/2024
SJS,75.5,0.10 (0.13 %),75.4,76.4,76.4,74.0,169500,12.79 TỶ,0,0,01/03/2024
VDP,40.25,0.05 (0.12 %),40.2,40.25,40.25,40.25,800,0.03 TỶ,0,0,01/03/2024
MHC,9.2,0.01 (0.11 %),9.19,9.15,9.26,9.05,337700,3.1 TỶ,0,0,01/03/2024
KHP,9.65,0.01 (0.10 %),9.64,9.64,9.65,9.6,119100,1.15 TỶ,0,0,01/03/2024
GMH,9.75,0.01 (0.10 %),9.74,9.73,9.77,9.69,19100,0.19 TỶ,0,0,01/03/2024
FCM,4.6,0.00 (0.00 %),4.6,4.58,4.62,4.56,113200,0.52 TỶ,0,0,01/03/2024
SZL,41.2,0.00 (0.00 %),41.2,41.0,41.2,41.0,1900,0.08 TỶ,0,0,01/03/2024
BRC,13.65,0.00 (0.00 %),13.65,13.3,13.65,13.3,5900,0.08 TỶ,0,0,01/03/2024
DXV,3.73,0.00 (0.00 %),3.73,3.73,3.75,3.73,21300,0.08 TỶ,0,0,01/03/2024
BMC,19.6,0.00 (0.00 %),19.6,19.6,19.6,19.35,18000,0.35 TỶ,0,0,01/03/2024
BTT,31.5,0.00 (0.00 %),31.5,31.5,31.5,31.5,0,0 TỶ,0,0,01/03/2024
ABS,5.95,0.00 (0.00 %),5.95,5.99,5.99,5.92,386100,2.29 TỶ,0,0,01/03/2024
TPB,19.85,0.00 (0.00 %),19.85,19.85,19.95,19.55,14281200,281.22 TỶ,162592,3227451200,01/03/2024
RDP,8.98,0.00 (0.00 %),8.98,9.1,9.23,8.5,1014800,9.13 TỶ,0,0,01/03/2024
PMG,8.4,0.00 (0.00 %),8.4,8.4,8.4,8.4,1000,0.01 TỶ,0,0,01/03/2024
VPH,7.9,0.00 (0.00 %),7.9,7.9,7.95,7.8,456300,3.57 TỶ,0,0,01/03/2024
HDB,23.3,0.00 (0.00 %),23.3,23.3,23.35,22.95,6105500,141.41 TỶ,1,21700,01/03/2024
FDC,14.9,0.00 (0.00 %),14.9,14.9,14.9,14.9,0,0 TỶ,0,0,01/03/2024
VIP,11.2,0.00 (0.00 %),11.2,11.15,11.2,11.05,256100,2.85 TỶ,0,0,01/03/2024
ACL,13.2,0.00 (0.00 %),13.2,13.3,13.3,12.9,17700,0.23 TỶ,0,0,01/03/2024
TCR,3.53,0.00 (0.00 %),3.53,3.53,3.53,3.53,0,0 TỶ,0,0,01/03/2024
SMA,8.91,0.00 (0.00 %),8.91,8.91,8.91,8.91,3700,0.03 TỶ,0,0,01/03/2024
SJD,15.2,0.00 (0.00 %),15.2,15.2,15.25,15.1,95700,1.45 TỶ,0,0,01/03/2024
GDT,25.65,0.00 (0.00 %),25.65,25.65,25.95,25.3,32100,0.82 TỶ,0,0,01/03/2024
