RECORDED_DATE,CLOSE_PRICE,INDEX_CHANGE,MACHED_VOLUME,MACHED_AMOUNT,SELF_DEALED_VOLUME,SELF_DEALED_AMOUNT,OPEN_PRICE,HIGHEST_PRICE,LOWEST_PRICE
KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP,KHÔNG CÓ KẾT QUẢ PHÙ HỢP
